,horizon,mse,rmse,mae,mape,mdape,smape,coverage
350,23 days 14:00:00,5613482.381274212,2369.278873681655,976.408118361062,0.2852145136117242,0.12665985948425043,0.2393569315991747,0.669664724471657
351,23 days 15:00:00,5643387.6261664145,2375.5815343124755,977.7285520564615,0.28553095788412686,0.1267407472732483,0.23940834430477295,0.6696363322141023
352,23 days 16:00:00,5673210.116724614,2381.8501457322236,978.9535217367107,0.2858057020049034,0.1267407472732483,0.23943505281770475,0.6695783132530121
353,23 days 17:00:00,5703258.424247882,2388.1495816317456,980.1246187010323,0.28606618398063427,0.1267047367966444,0.23944764050402756,0.669336670452301
354,23 days 18:00:00,5733604.197715085,2394.4945599677367,981.2972949928067,0.28633414232496435,0.12668127849344138,0.23945743765144942,0.6692011900059253
355,23 days 19:00:00,5764072.987862631,2400.8483891871706,982.5354674869178,0.2866207263330927,0.1266455167949947,0.23948401476054812,0.6691663169069721
356,23 days 20:00:00,5794471.063756733,2407.1707591603745,983.8600404835935,0.2869329471505913,0.12675776690405643,0.2395364026368748,0.6688246839818289
357,23 days 21:00:00,5824854.12612852,2413.473456686135,985.1712113571784,0.2872553871100824,0.12679678542736966,0.239584502368079,0.6684481779577326
358,23 days 22:00:00,5855203.502016618,2419.7527770449233,986.4437147830539,0.28758126721192884,0.12668127849344138,0.2396253705961862,0.6681506764763974
359,23 days 23:00:00,5885639.722654435,2426.033743098895,987.6987558181565,0.2879195694049656,0.12665637061432106,0.23966375309351304,0.668044514122062
360,24 days 00:00:00,5916238.430956759,2432.3318916128114,988.9092198824283,0.2882819822664827,0.1266455167949947,0.23969338875735471,0.6680181090214516
361,24 days 01:00:00,5948990.879938136,2439.0553253130884,990.276942038927,0.28875944537605563,0.1266455167949947,0.2397527054051142,0.6680582084435301
362,24 days 02:00:00,5979714.824789817,2445.3455430245062,991.5165790085304,0.289189572758888,0.1265988622306285,0.23979526109446178,0.6679501542756391
363,24 days 03:00:00,6010403.094108355,2451.612345805991,992.7204994285556,0.28962849732613444,0.12652277283672575,0.2398302290514879,0.6679369918699187
364,24 days 04:00:00,6041132.129243262,2457.8714631248035,993.8742791228431,0.29006524721150356,0.12644640163412038,0.23985263657744,0.6681726907630523
365,24 days 05:00:00,6071840.137105701,2464.110414958246,994.9989258391681,0.29050094366922063,0.12642455795607466,0.23986649069440324,0.6684206337545303
366,24 days 06:00:00,6102344.9254096905,2470.2924777057656,996.0655492391014,0.29091005228131656,0.1263748241553881,0.23986374549102213,0.6687717332745616
367,24 days 07:00:00,6132458.215357549,2476.3800627846986,997.0809802294307,0.291278178898261,0.1262394526498838,0.23984751568958643,0.6690851821921834
368,24 days 08:00:00,6162244.661872653,2482.3868880318905,998.0853945618549,0.291618243845809,0.12616819454241224,0.23983271122936475,0.6692538446468802
369,24 days 09:00:00,6192208.240968175,2488.4148048442757,999.0596804679058,0.29193169722088275,0.12616819454241224,0.23980813016982414,0.6693824076794985
370,24 days 10:00:00,6222393.7183462335,2494.472633312748,1000.0690297903864,0.29224022034271496,0.12613129518645924,0.23979630158576126,0.6695510701341953
371,24 days 11:00:00,6252634.513587233,2500.5268472038515,1001.0785830689858,0.292533997740476,0.126064285024716,0.23979097843376831,0.6699857356254285
372,24 days 12:00:00,6282516.589170138,2506.4948811378285,1002.0242809565867,0.292788390365334,0.1259725654484931,0.23977961055112082,0.6702639827603096
373,24 days 13:00:00,6312523.437836326,2512.4735695796535,1003.0153811188007,0.2930258464069069,0.12587703282475032,0.23978219603254458,0.6704693775100402
374,24 days 14:00:00,6341926.431743291,2518.318175239835,1003.8593467730732,0.2932094037882676,0.12578904357444232,0.2397439656278369,0.6707344622392007
375,24 days 15:00:00,6371551.822979488,2524.19330142909,1004.7599628513049,0.2933862476705323,0.1256333055210438,0.2397102625692949,0.6709423058086003
376,24 days 16:00:00,6401531.885798401,2530.1248755344864,1005.7303461624157,0.2935722599480673,0.1255998484557418,0.2396893324549832,0.6709569987266137
377,24 days 17:00:00,6431768.522465807,2536.093161235566,1006.723931840696,0.2937579188391397,0.12549434340866472,0.23967024440740234,0.6710396463904398
378,24 days 18:00:00,6462159.614930452,2542.077814491612,1007.7146490429271,0.29394394981234895,0.12547594654301045,0.23965102126858845,0.671309016554021
379,24 days 19:00:00,6492675.7449137345,2548.072947329753,1008.6730870206652,0.29413010498999204,0.12534103777290279,0.23962883379616567,0.6715358384758546
380,24 days 20:00:00,6523135.695395396,2554.043009699601,1009.630246783632,0.2943168230875281,0.12529718873394702,0.23961114869347472,0.6716194044470566
381,24 days 21:00:00,6553738.094437375,2560.0269714277183,1010.6744100905446,0.29453510845790787,0.1251895829897902,0.23961627254387066,0.6714565579390733
382,24 days 22:00:00,6584486.120344276,2566.0253545793885,1011.7858909409163,0.29477593385897155,0.12516524396047568,0.23963713952318466,0.671409112057988
383,24 days 23:00:00,6615910.601782284,2572.141248411969,1013.0518072014266,0.29505667820921316,0.12514415696895956,0.23969286675617185,0.6713313620334997
384,25 days 00:00:00,6647169.099618758,2578.210445176801,1014.2195037730729,0.2953476101605076,0.12516524396047568,0.23972755013154606,0.671326464394162
385,25 days 01:00:00,6680674.513977817,2584.700082016832,1015.5378272880678,0.2957513070612407,0.1251134669018838,0.23979119425051756,0.6713690126359094
386,25 days 02:00:00,6711801.117405239,2590.7144029022647,1016.6554679913927,0.2960633430453062,0.12506028347704834,0.23981168005883197,0.6714942085414829
387,25 days 03:00:00,6742779.162188069,2596.6861886235056,1017.7037547611428,0.2963716041002221,0.12498186858957078,0.23981756844981217,0.6716291997257322
388,25 days 04:00:00,6773784.189790381,2602.6494558027557,1018.7261389367176,0.29668865034163233,0.12486673852977959,0.2398166744975817,0.6718600009795279
389,25 days 05:00:00,6804595.070020833,2608.5618777442933,1019.635771187886,0.29697397077627724,0.1247171005059031,0.23978313178867824,0.6721406969340779
390,25 days 06:00:00,6835055.351579387,2614.3938784313636,1020.4688070648812,0.29722803296317896,0.12453978839952906,0.2397273010777798,0.6725343446958566
391,25 days 07:00:00,6864952.8964505065,2620.1055124651957,1021.2160247736131,0.2974359206582669,0.12434537434165897,0.23964829127174542,0.6729607454207073
392,25 days 08:00:00,6894196.589245451,2625.680214581633,1021.9318277258028,0.297611634828675,0.12426166214661903,0.23956783230741482,0.6732898055637183
393,25 days 09:00:00,6923751.192923298,2631.3021857862122,1022.6643239863419,0.29779245047551806,0.12416961220378792,0.239495930647454,0.6736540674894701
394,25 days 10:00:00,6953912.012923777,2637.0271164559113,1023.4252163100696,0.2979884013873793,0.12410493685644855,0.23943495801135067,0.6742402536977177
395,25 days 11:00:00,6984620.196711776,2642.843203202145,1024.2925975944822,0.2982164827851384,0.1240004550638974,0.23940809697545867,0.6744162626114213
396,25 days 12:00:00,7015745.376503174,2648.725236128348,1025.2731373664456,0.29847198228958294,0.12404136001919247,0.23941538199168724,0.6743884072876872
397,25 days 13:00:00,7047354.76383088,2654.6854359473327,1026.4401584919028,0.2987684012402198,0.1240618625580034,0.23946857390610185,0.6742622930747381
398,25 days 14:00:00,7079727.349910264,2660.7757045475037,1027.631877078339,0.29906355457173256,0.12406732012291327,0.2395138518510311,0.6741484229601332
399,25 days 15:00:00,7112980.718773035,2667.017195065123,1028.7835820613172,0.2993642783336164,0.12405127089760457,0.23954294721236774,0.6740599593495935
400,25 days 16:00:00,7146562.041134631,2673.305452269649,1029.8923608800021,0.2996497284393492,0.12395422713391414,0.23955429086556745,0.6738888480752278
401,25 days 17:00:00,7180375.452542076,2679.622259301127,1030.9505248446242,0.29992870900244833,0.12380387633371746,0.23955391728818373,0.6738233421490841
402,25 days 18:00:00,7214096.823962331,2685.907076568795,1031.9841157459741,0.3001987265684049,0.12370690901060315,0.23954882354384727,0.6739822093251053
403,25 days 19:00:00,7247643.917030729,2692.144854392261,1033.0115526226741,0.30046612735415235,0.12357603986599441,0.23954721642814214,0.6740862841610344
404,25 days 20:00:00,7280669.558174054,2698.2715871783653,1034.1428310031213,0.3007418362584873,0.1235360285152684,0.2395765413287422,0.6740265941816045
405,25 days 21:00:00,7313497.670706809,2704.3479196854105,1035.375243456385,0.30104452411787486,0.12366960317336018,0.23963590790168765,0.673896500636693
406,25 days 22:00:00,7345927.661256353,2710.337185897052,1036.6317429526798,0.3013600067785847,0.12373192847960249,0.23971132557995342,0.6735781540797335
407,25 days 23:00:00,7377942.318025296,2716.236793437806,1037.8649639929974,0.30168405032588647,0.12373192847960249,0.23978697439070995,0.6733121510431972
408,26 days 00:00:00,7409569.416351895,2722.052427186496,1039.0365370204624,0.3020162032916532,0.12373192847960249,0.2398514338993964,0.6731033891664218
409,26 days 01:00:00,7440948.88330997,2727.810272601445,1040.1410139997356,0.30235420578953787,0.12371498416197464,0.23990802421481675,0.6730632897443432
410,26 days 02:00:00,7471944.161601779,2733.485716370543,1041.1231613535006,0.30267845273721455,0.12367405678772142,0.2399327716509369,0.6729249314330492
411,26 days 03:00:00,7502778.51278536,2739.120025260916,1042.0454961112564,0.3029999968217514,0.12361376275969445,0.23994710638161756,0.6729748261338035
412,26 days 04:00:00,7533618.47321083,2744.74379008512,1042.9286621169738,0.30332363997963024,0.12344272983260035,0.23995690813497997,0.6731425702811246
413,26 days 05:00:00,7564471.740458475,2750.3584749007673,1043.7743715639579,0.30364147198425606,0.12340473229573574,0.2399563135265146,0.6733856156332648
414,26 days 06:00:00,7595373.541822981,2755.9705262979464,1044.5773363822723,0.30393360745986425,0.12330939493692228,0.23993988240374428,0.6737318175139583
415,26 days 07:00:00,7626374.166409218,2761.5890654493146,1045.3151549802726,0.30417602786762704,0.12326755918846051,0.2398959138309114,0.6740853658536585
416,26 days 08:00:00,7657749.410141449,2767.2638851655347,1046.018225676548,0.3043837890624447,0.12327896179120251,0.23983625925228913,0.6744520765990792
417,26 days 09:00:00,7689121.987160786,2772.9266104894996,1046.7607212676223,0.30461537096705416,0.12316154083780785,0.23979642926290937,0.6747541997257323
418,26 days 10:00:00,7720568.833946036,2778.591159912886,1047.5738154578914,0.3048887773536864,0.12306861529781585,0.2397859962343081,0.6748353168772651
419,26 days 11:00:00,7752053.55830335,2784.2509869448463,1048.486547827653,0.3052010461040164,0.1230344434798629,0.23980779829744192,0.6749057204427465
420,26 days 12:00:00,7783395.47666847,2789.8737384814513,1049.484414266733,0.3055501952242029,0.12303989696021275,0.23986246613892087,0.674948268684494
421,26 days 13:00:00,7810817.872054631,2794.7840474810628,1050.2748805597707,0.30593537339112986,0.1230344434798629,0.239915701300598,0.6746060461357626
422,26 days 14:00:00,7843101.766157856,2800.5538320407013,1051.234930544308,0.3062122488014221,0.12303989696021275,0.23992199267653208,0.6743841218532667
423,26 days 15:00:00,7876000.731656851,2806.421338939834,1052.2808647867614,0.3065520173981527,0.1230550190078534,0.23994521874381697,0.6743807547262219
424,26 days 16:00:00,7909164.666902532,2812.3237130356333,1053.3561428167457,0.30688834533845755,0.1230471184049735,0.2399643530130198,0.6744756464883925
425,26 days 17:00:00,7942339.366835253,2818.21563526201,1054.448084039677,0.3072340695450195,0.1230402736250372,0.2399872748444938,0.6746516554020962
426,26 days 18:00:00,7975116.115939215,2824.024807953927,1055.499253907097,0.30757566532034797,0.1230344434798629,0.24000677375422685,0.6746198207464003
427,26 days 19:00:00,8007678.520128649,2829.784182606272,1056.540255890874,0.3079126376121175,0.12296359610894124,0.24002783522698976,0.6745855372710354
428,26 days 20:00:00,8040278.910303417,2835.53855736497,1057.6095315944794,0.3082372005316283,0.1229155826818534,0.24005695552583875,0.6744529949064552
429,26 days 21:00:00,8072548.049948202,2841.222984904248,1058.6644550339645,0.30857581804423545,0.12294996428900701,0.2400997837415055,0.6742779043001272
430,26 days 22:00:00,8104536.178535525,2846.846707944691,1059.7072992169585,0.3089184016767373,0.12303989696021275,0.24015074782153772,0.6738916029973552
431,26 days 23:00:00,8136145.911391362,2852.3930148896666,1060.7108289340483,0.3092683894194594,0.12305773793219019,0.2402079026764441,0.6735855005387402
432,27 days 00:00:00,8167447.051107692,2857.8745688199283,1061.6941466338333,0.30963532396427057,0.12311177475840812,0.2402682934457112,0.6734324493094328
433,27 days 01:00:00,8193013.223260394,2862.3440085462116,1062.5896528224948,0.3097898971431764,0.12307133607662364,0.24033188040885842,0.6732916421784699
434,27 days 02:00:00,8223585.496539165,2867.6794619586,1063.4353468931124,0.31017707988599535,0.12303989696021275,0.24037110293142183,0.6733038862768145
435,27 days 03:00:00,8253905.0038821865,2872.961016770361,1064.2275158734972,0.3105561826433661,0.1230344434798629,0.24039860999449764,0.6733513321579
436,27 days 04:00:00,8284256.899009449,2878.2385062759217,1064.9815619895226,0.310942228746267,0.12294156239048581,0.2404168801006221,0.6735845822313645
437,27 days 05:00:00,8314641.484278998,2883.5120052253983,1065.687151425445,0.31131248191109057,0.12289738576493957,0.24041823801877485,0.673792425800764
438,27 days 06:00:00,8345123.402334435,2888.7927240171516,1066.388779109066,0.3116749317169998,0.12289738576493957,0.24041539718062868,0.6741508717798022
439,27 days 07:00:00,8375577.451054075,2894.058992324461,1067.079813350432,0.31200014968200246,0.12289738576493957,0.2404048913645138,0.6743939171319424
440,27 days 08:00:00,8406241.528496757,2899.351915255676,1067.7865915594166,0.3123137011857794,0.12293004129382917,0.2403968086263815,0.6747229772749535
441,27 days 09:00:00,8437009.478982314,2904.6530737735816,1068.4964528202506,0.31262256577543235,0.1228848343182552,0.24039101141155092,0.6749923474385346
442,27 days 10:00:00,8468003.466684872,2909.9834134724674,1069.2176827607154,0.31293456753034765,0.12278538641557199,0.24039395054929488,0.6752445758644333
443,27 days 11:00:00,8499342.237445105,2915.363139892714,1069.955757439257,0.31324854032585636,0.12274391211617924,0.24040779441168816,0.6750939734547947
444,27 days 12:00:00,8531208.438277312,2920.823246668191,1070.7950173740608,0.31358320693655944,0.12272376717481787,0.2404429283268339,0.6751316240572044
445,27 days 13:00:00,8563502.339420691,2926.34624393982,1071.658999089532,0.31390381760941344,0.12272376717481787,0.24046729087584465,0.6748598050739544
446,27 days 14:00:00,8596292.464554567,2931.9434620324055,1072.5416215954854,0.31420658744548946,0.12270413405259156,0.24047537362382237,0.6744848295621511
447,27 days 15:00:00,8629511.563469352,2937.603030273041,1073.455282257384,0.3144952464749191,0.12267786392783522,0.24047457912627807,0.6743988147712803
448,27 days 16:00:00,8663079.65281435,2943.311001714625,1074.4553707494008,0.3147848787562519,0.12274166842044319,0.24048506903600478,0.6743054535214027
449,27 days 17:00:00,8696331.78016856,2948.9543536936208,1075.4434396984743,0.3150641910852032,0.12274427061405052,0.2404960438599361,0.6741147516896856
450,27 days 18:00:00,8729536.298528219,2954.5788699116188,1076.4470154722121,0.3153487706901443,0.12276487092370361,0.2405145740979494,0.67404526643158
451,27 days 19:00:00,8762432.665890893,2960.1406496805002,1077.4137442781123,0.31562979110363915,0.12275077239840351,0.24053242197362154,0.6738980311489863
452,27 days 20:00:00,8795075.72498022,2965.6492923102387,1078.4050518115323,0.31590827697714396,0.12282719699256822,0.24056031848550516,0.6737302870016653
453,27 days 21:00:00,8827325.362136493,2971.0815138828643,1079.388702549547,0.316195067022418,0.12289965795412908,0.2405964290303164,0.6734119404447055
454,27 days 22:00:00,8859289.113912987,2976.4557974062013,1080.3761506356896,0.3164948764700974,0.12298870645231205,0.24064391318376205,0.6730911450680771
455,27 days 23:00:00,8891148.851302616,2981.8029531313127,1081.4208310845636,0.31682147508376496,0.12312296001502676,0.24071601786555094,0.6726393378391615
456,28 days 00:00:00,8922847.793482099,2987.1136224593297,1082.391910125075,0.3171576392952436,0.12320696153095156,0.2407860151253183,0.6724535336467822
457,28 days 01:00:00,8954245.374269284,2992.3645122660582,1083.3319904535517,0.3175133632662141,0.12323608226249472,0.24085994613859885,0.6723855789009697
458,28 days 02:00:00,8985352.170021083,2997.557700866004,1084.2766904994699,0.31788490819918247,0.12326431014240036,0.240936510477583,0.6722046723479282
459,28 days 03:00:00,9016087.683348587,3002.6800834169107,1085.1359587526479,0.31824716352668836,0.12326755918846051,0.2409947648850234,0.6720262146145558
460,28 days 04:00:00,9046587.516307706,3007.754563841223,1085.9010858457486,0.31860021385300885,0.1232640764700057,0.2410347098853805,0.6719983592908219
461,28 days 05:00:00,9076900.183767155,3012.7894356836746,1086.6060109647474,0.3189441728855112,0.12321784385051532,0.24106291502450955,0.6720032569301597
462,28 days 06:00:00,9106943.76033442,3017.7713233998397,1087.2950244604287,0.319280047278125,0.12320696153095156,0.24108944212511615,0.6719925433441082
463,28 days 07:00:00,9136372.430957956,3022.6432854304785,1087.9730780193652,0.3195980852997311,0.12317860099695745,0.2411187969042158,0.6720874351062788
464,28 days 08:00:00,9165297.457751164,3027.424228242742,1088.6521403601544,0.319895574881076,0.12316154083780785,0.2411524500855226,0.6723059922617298
465,28 days 09:00:00,9194594.145935657,3032.25891802393,1089.3024466867935,0.32017671536094644,0.12311656233161991,0.24117252158977098,0.672492714761485
466,28 days 10:00:00,9224896.294282373,3037.2514374484003,1090.0591098360778,0.32047625259763446,0.12305710723596311,0.2412164022217971,0.6724207806837104
467,28 days 11:00:00,9255954.70673102,3042.3600554061677,1090.8563506281264,0.3207699701200443,0.12306861529781585,0.24126381712908718,0.6720491722989519
468,28 days 12:00:00,9287800.329153579,3047.5892651657605,1091.7316958196943,0.32106978718249,0.12311656233161991,0.24131758241328852,0.6719206092663337
469,28 days 13:00:00,9320421.99733496,3052.9366186239376,1092.5295587537341,0.3213245944358591,0.12307350438369527,0.2413268649927327,0.6718673474385347
470,28 days 14:00:00,9353578.511789259,3058.3620635544867,1093.3297209658049,0.3215595182613723,0.12308330657566391,0.24131943516408041,0.6718991820942306
471,28 days 15:00:00,9387366.088985948,3063.8808868795713,1094.2308831866453,0.32179699598556605,0.1230680387979787,0.24132068211228339,0.672001420315408
472,28 days 16:00:00,9421670.29219845,3069.4739438865495,1095.2343056095654,0.3220414846482099,0.1230680387979787,0.24133918740085683,0.6719760138113429
473,28 days 17:00:00,9456435.425471717,3075.1317736760025,1096.311422921598,0.3222987417692576,0.12306006991440427,0.24137143953120924,0.6719686673523362
474,28 days 18:00:00,9491517.671369,3080.8306787892448,1097.451653647512,0.3225626562764207,0.1230344434798629,0.24141372593736726,0.6717911279263395
475,28 days 19:00:00,9526262.747411316,3086.4644413003234,1098.528430710823,0.3228190458256879,0.12303989696021275,0.2414470113031845,0.6715358384758546
476,28 days 20:00:00,9560414.248075403,3091.9919547235895,1099.5140572593566,0.32306384015803546,0.12303989696021275,0.24147115657180512,0.6714761484964248
477,28 days 21:00:00,9594021.312815439,3097.4217202078635,1100.5288953134404,0.32332398028375386,0.12308330657566391,0.2415115506762117,0.6715367567832305
478,28 days 22:00:00,9627003.85393548,3102.741344994049,1101.5516696415643,0.3235986629113029,0.12315408159778261,0.2415663748520608,0.6713436061318444
479,28 days 23:00:00,9659264.748498784,3107.9357696868165,1102.5545806379334,0.32388486824297136,0.12315408159778261,0.2416342073056181,0.6712814673327456
480,29 days 00:00:00,9690708.789074713,3112.9903291007367,1103.5018199600431,0.32418150844527155,0.12321784385051532,0.24171041452381625,0.6707969071407581
481,29 days 01:00:00,9723583.514756365,3118.266107110868,1104.5520539520774,0.3244914655545424,0.1232508699108555,0.241822232921792,0.6705333529238906
482,29 days 02:00:00,9754078.442383662,3123.1520043673286,1105.334285034325,0.3247810700192263,0.1232660216973882,0.24188274723508058,0.6703499975511803
483,29 days 03:00:00,9784182.91964123,3127.9678578337775,1106.1035420553224,0.32507993222286297,0.12328441540964824,0.24194411053267093,0.6700209374081691
484,29 days 04:00:00,9813935.219674865,3132.7200991590144,1106.8215358589146,0.3253829854134369,0.12327896179120251,0.24199725957989546,0.6698121755313939
485,29 days 05:00:00,9843448.946027443,3137.427122026493,1107.484271891305,0.32568041110709917,0.12326943652702427,0.24203681387567838,0.6696713684004311
486,29 days 06:00:00,9872796.11088281,3142.1005889186313,1108.1250420744586,0.325978095016618,0.12325631977202053,0.24207156554958117,0.6695780071505535
487,29 days 07:00:00,9901809.95850403,3146.714152652578,1108.775287202273,0.3262806965209431,0.1232640764700057,0.2421130796751147,0.6696000465275738
488,29 days 08:00:00,9930546.460678736,3151.2769571522485,1109.3881649289053,0.32656682156370054,0.1232918472196542,0.2421449180821609,0.6696303506709766
489,29 days 09:00:00,9959554.628590312,3155.876206157382,1109.9981558802965,0.32684254401529933,0.12330249904888546,0.24217366829488815,0.6696591243020864
490,29 days 10:00:00,9989143.807549912,3160.560679301999,1110.6526892500767,0.32711104919978434,0.12328166113588923,0.24220586001208264,0.6693784283475365
491,29 days 11:00:00,10019371.425268201,3165.3390695576677,1111.2901110653452,0.32735096021042526,0.1232918472196542,0.2422209082610422,0.6693006783230482
492,29 days 12:00:00,10050346.872609952,3170.2282051312886,1111.978265899745,0.3275892126588381,0.12335931822024396,0.24223934088409604,0.6691721152904301
493,29 days 13:00:00,10082099.766248861,3175.232238159732,1112.5519694570662,0.32772922233491214,0.12330939493692228,0.2421946148140651,0.6691090581839554
494,29 days 14:00:00,10114553.28338693,3180.3385485490267,1113.2473269947725,0.3279155630765587,0.1232918472196542,0.24217941048526456,0.668957537466941
495,29 days 15:00:00,10147224.640399836,3185.4708663555275,1113.9972027184742,0.32808318531607245,0.12328166113588923,0.24216738290017242,0.6690245739053776
496,29 days 16:00:00,10179844.087480366,3190.5867935977494,1114.7676763364336,0.32823290413155354,0.12328166113588923,0.24215559141105256,0.6691023239298658
497,29 days 17:00:00,10212338.569478309,3195.6749786982887,1115.51710235508,0.32835978607940636,0.12330939493692228,0.24213685417438763,0.6692553751591732
498,29 days 18:00:00,10244885.747790338,3200.763307055106,1116.2901731460777,0.32849554716876966,0.12332925293366695,0.24212572753390438,0.6693012905279655
499,29 days 19:00:00,10277641.163864866,3205.8760368836574,1117.0305512044238,0.3286514593045947,0.12336681190850826,0.2421138933860224,0.6694298535605838
500,29 days 20:00:00,10310314.055046197,3210.967775460569,1117.6552163832146,0.3288158946534236,0.12326943652702427,0.2420880644671903,0.6696337177980214
501,29 days 21:00:00,10342704.605599402,3216.007556831825,1118.274478916923,0.3289998269714627,0.12327578460284075,0.24206793445541358,0.6696943260848272
502,29 days 22:00:00,10374467.016582511,3220.9419455467546,1118.8956136181762,0.3292017284441817,0.1232660216973882,0.2420584309244944,0.6696468802037417
503,29 days 23:00:00,10405578.002158677,3225.7678159096754,1119.56018737819,0.3294307008616235,0.1232660216973882,0.24207128259886557,0.6697598320109707
504,30 days 00:00:00,10435968.491333334,3230.474963737273,1120.1917633752853,0.32966621877564656,0.12328166113588923,0.24208881161670986,0.6698204402977764
505,30 days 01:00:00,10466455.085829854,3235.190115871068,1120.846367732049,0.3298754901628439,0.12330249904888546,0.24210071125087373,0.6696419825644039
506,30 days 02:00:00,10495631.112927126,3239.696145154222,1121.4203116916522,0.33012550526024265,0.12332925293366695,0.24212688480763664,0.6696092296013321
507,30 days 03:00:00,10524333.409497973,3244.122902958205,1121.9228790038683,0.3303714999889703,0.12336681190850826,0.2421441304135247,0.6695412748555197
508,30 days 04:00:00,10552708.38415947,3248.4932482859604,1122.4361864832879,0.3306363069938205,0.12338155618811596,0.24217166682874353,0.6694332206876287
509,30 days 05:00:00,10580769.638981,3252.809499337611,1122.9785690802241,0.3309181561870946,0.12341222288053864,0.24221325917387734,0.669259660593594
510,30 days 06:00:00,10608687.030093482,3257.097946039308,1123.5611641145506,0.3312197424898341,0.12340163749604016,0.2422719226326206,0.6691164046429622
511,30 days 07:00:00,10636498.69913425,3261.3645455750957,1124.1857721838699,0.33153497755635214,0.12336681190850826,0.2423450782362424,0.6688323415613674
512,30 days 08:00:00,10664369.049711414,3265.634555444227,1124.8510829233246,0.33186121428024024,0.12339686925614768,0.24242395902242062,0.6686088867665785
513,30 days 09:00:00,10692223.973609136,3269.8966304164933,1125.5015745516748,0.332165236826263,0.12343017079347857,0.24249008894368726,0.6685795009305515
514,30 days 10:00:00,10720181.593573662,3274.1688401140314,1126.129279901491,0.33243226087424854,0.1235297505978418,0.2425425271202864,0.6684420609266333
515,30 days 11:00:00,10748336.293602658,3278.465539486828,1126.687975896274,0.3326526154451728,0.1236846983662144,0.24257215625065703,0.6681408561073562
516,30 days 12:00:00,10776872.395208288,3282.8147061947143,1127.1617762674066,0.3328384082013392,0.1237285064414943,0.24257144627086147,0.668343802037418
517,30 days 13:00:00,10805689.763398955,3287.2009009792746,1127.5045247696844,0.3329722032519749,0.12361276625838777,0.24252575211829575,0.6684665491233226
518,30 days 14:00:00,10834751.359977202,3291.618349684119,1127.8043636153564,0.33308424649904683,0.1235297505978418,0.2424664681141987,0.6685155255167009
519,30 days 15:00:00,10864096.160448156,3296.0728390689665,1128.1798167769516,0.33320368020122443,0.12345385477697857,0.24242245978816165,0.6686857184836908
520,30 days 16:00:00,10893031.768960107,3300.4593269664915,1128.5524652168124,0.333298760403758,0.12349436698878154,0.24237700474586796,0.6688813179547458
521,30 days 17:00:00,10921460.834860586,3304.7633553494547,1128.9299354069262,0.3333760621554132,0.12357901919487188,0.24233408851646138,0.6689165197374866
522,30 days 18:00:00,10949706.910661455,3309.0341356144177,1129.3231916705083,0.333448040272038,0.12369261412875696,0.2422932019123822,0.6690025345283573
523,30 days 19:00:00,10977313.465115527,3313.202901289857,1129.687436025392,0.33351156329130205,0.12366759103941548,0.24225071625183672,0.6690386546184739
524,30 days 20:00:00,11004342.322447889,3317.2793555032245,1129.9996597417662,0.33356252961070265,0.12360306053993404,0.24219930812317908,0.6691017117249486
525,30 days 21:00:00,11030982.207148056,3321.292249584197,1130.3238089822432,0.3336173714456043,0.12344531368290843,0.24215448320558286,0.6691623200117542
526,30 days 22:00:00,11057275.13443102,3325.248131257428,1130.611388520505,0.33366990879495717,0.1234304191966789,0.24210612173215623,0.6691623200117542
527,30 days 23:00:00,11083411.481249556,3329.1757960867067,1130.8800125752994,0.3337377856704173,0.12338155618811596,0.24206534085956624,0.6692581300813008
528,31 days 00:00:00,11109724.172123509,3333.1252859926385,1131.304990332692,0.33385049245586534,0.1234304191966789,0.24206477595537718,0.6692630277206386
529,31 days 01:00:00,11136277.995646736,3337.1062308003825,1131.8262831705176,0.3340020943101415,0.12341910907172371,0.24209637695378688,0.6693407777451268
530,31 days 02:00:00,11161818.553570574,3340.930791496671,1132.2037536610073,0.33413503463626915,0.12349436698878154,0.24210815653481532,0.6692605789009697
531,31 days 03:00:00,11186956.087727783,3344.690731252709,1132.5822346490243,0.33428200300900457,0.12344531368290843,0.24213602444405274,0.6689691693603682
532,31 days 04:00:00,11211742.5509886,3348.3940256470114,1132.9387294481462,0.3344273718427511,0.12344531368290843,0.24216542650408268,0.6687530610245862
533,31 days 05:00:00,11236189.118654583,3352.0425293624457,1133.287011894408,0.33456948408288145,0.12345385477697857,0.24219598445149754,0.6686523533157019
534,31 days 06:00:00,11260140.6011968,3355.6132973268536,1133.6535167643765,0.33470985578678714,0.1235297505978418,0.24223516990214594,0.668594193848565
535,31 days 07:00:00,11283295.82095147,3359.0617471180058,1133.98827700008,0.33482540337701744,0.12345385477697857,0.24226744142116602,0.6683976760701342
536,31 days 08:00:00,11305771.4124366,3362.4055990371835,1134.3550352997188,0.334931891510182,0.12344531368290843,0.242306396422022,0.6683101307669703
537,31 days 09:00:00,11328461.613254264,3365.778010097259,1134.7383982606364,0.3350385178578381,0.1234304191966789,0.2423414723908176,0.6680826966402195
538,31 days 10:00:00,11351704.135623204,3369.2290120475936,1135.0978624837712,0.33512592125032087,0.12345946138134706,0.24235989819230364,0.6678748530708198
539,31 days 11:00:00,11375281.479571458,3372.7261198578603,1135.4258800006005,0.33519989205959283,0.12361572156983813,0.24236487199688322,0.6678773018904888
540,31 days 12:00:00,11399213.745420218,3376.2721669646567,1135.7027660450353,0.33527309358256235,0.12361572156983813,0.24235999277954595,0.6680303531197962
